40000 29 515 
36005 5949 D 3
6576 2722 T 4
24093 34610 S 16
7380 34768 S 16
34690 692 T 3
8712 22765 D 7
14746 12760 T 4
24743 18099 S 13
24047 34864 T 7
37585 13555 S 14
8164 16312 D 1
11079 32357 D 19
33049 23181 T 7
5945 13602 T 4
26361 7057 T 8
21508 25568 D 18
16784 15605 S 8
29159 6595 S 10
22906 7942 D 2
36650 29322 T 13
12502 14043 S 9
27644 32052 S 13
39108 10523 S 18
36091 9660 D 10
21616 7752 D 10
14346 12342 T 5
16635 6366 S 1
35687 16395 T 11
26789 23494 D 19
15545 14824 T 18
25346 2599 S 1
8611 10491 D 3
14595 3310 D 13
15651 34502 S 9
868 6482 T 4
22877 1253 S 17
21099 24078 S 12
35253 34293 T 6
36892 31970 T 5
38812 14455 T 19
17764 18486 D 2
9340 24888 T 11
27722 20321 S 16
21574 4205 T 2
28283 26119 S 17
20411 36017 T 5
27986 27927 D 14
2381 290 T 3
15127 35252 S 8
16491 24662 D 7
1334 34136 D 7
34692 20479 D 16
6597 13948 T 10
6316 36049 S 19
23975 12519 D 10
9160 10355 D 16
5606 5462 T 11
26475 36128 S 17
30263 30173 D 5
10651 21701 S 9
35648 39844 S 9
35892 4913 T 17
13784 6415 D 1
13122 38127 S 18
39940 12333 T 10
8460 12539 S 12
2711 10345 D 7
32045 17010 D 18
16853 27563 S 2
28828 11324 T 11
17739 20591 D 11
18717 29134 T 9
1466 35817 T 11
8355 37405 S 18
7749 10432 S 4
23794 439 T 3
24353 38899 T 19
6574 27760 T 19
8351 34047 T 17
19532 10165 S 1
2333 28905 S 12
26309 17678 D 1
28109 27935 T 15
24725 39447 T 3
34697 7697 T 2
35457 23454 T 17
13852 29809 T 3
36325 18356 T 1
7260 30707 D 4
8384 16501 T 19
787 3236 T 9
2682 2701 D 16
10398 2251 T 5
22057 13286 D 19
39446 29588 T 5
7943 36373 D 11
27080 32824 S 9
5676 21804 S 13
21391 25757 D 15
28457 15615 D 12
17865 1858 S 9
15144 3422 T 14
29362 17823 S 16
10547 26544 D 5
19368 6684 T 18
24839 14099 S 8
36207 16180 S 16
31794 33510 D 7
35368 13632 S 6
17053 30815 S 6
8637 13569 S 8
36465 1631 S 17
4667 38953 D 17
13052 21434 T 3
37614 7794 S 17
1303 39198 S 6
12829 34052 D 13
24866 10391 D 2
23959 25420 T 19
27050 18550 D 13
17503 22536 S 12
3969 38714 S 4
6507 15492 S 11
14689 19109 D 14
13160 33418 S 11
3808 39099 T 3
24518 33269 T 14
8170 29851 D 14
12386 6263 S 16
1328 34148 D 2
5991 1628 D 10
20736 5529 S 8
35298 10999 S 14
6450 16152 T 19
5772 16820 D 17
3022 27577 D 19
30191 33949 S 9
28096 38752 S 5
36731 4050 S 14
5930 8366 D 8
19365 35985 D 14
8488 12612 S 16
25783 4722 T 11
28650 9572 D 15
3520 25027 S 15
23778 2414 S 10
2815 25873 T 17
34238 38390 D 3
34375 35712 D 6
8323 1603 T 14
6324 27080 S 17
33003 19824 D 2
1202 13226 S 4
15639 39246 T 11
25118 28868 S 2
27258 22576 T 4
18287 17779 S 17
19381 19725 S 10
6804 29030 T 6
5205 23544 D 19
36769 9872 S 7
5469 22280 S 13
11148 39816 T 1
22391 35601 T 16
13379 29936 S 14
9661 29759 D 8
18789 28195 S 19
8090 34357 T 7
580 10840 D 12
33120 29882 T 10
29697 2926 D 14
34878 11762 S 19
38049 21810 D 6
7921 4886 T 13
29432 18554 T 2
12910 33804 T 17
4643 5049 T 2
34931 12523 S 4
15448 30106 T 13
38219 34886 D 16
16696 1357 T 2
2594 9908 T 3
28461 11080 D 9
4883 17332 T 16
22380 27099 T 17
39621 31075 S 7
17532 24058 T 4
18944 25735 D 16
23443 1401 S 16
11309 20633 D 19
31712 33015 S 18
6698 1405 T 4
28503 31518 S 7
22592 30083 D 7
14140 13993 S 4
39727 16947 T 18
18347 34382 D 9
11366 12673 T 12
5687 12322 D 10
10078 27551 T 6
19068 33254 D 9
23336 18950 T 15
29294 3064 S 16
20010 8335 D 6
39068 6800 S 10
19472 39194 S 17
7867 2238 T 10
26140 28056 D 16
17662 32282 S 8
7583 30408 D 1
33471 18086 T 1
22772 23492 T 18
30291 21606 D 5
17151 38486 T 3
37075 25163 T 2
9570 4890 D 12
33523 17046 S 18
7454 19403 S 7
33840 12933 S 5
36424 7999 D 8
25956 23425 D 1
21911 24097 T 8
5611 16489 T 16
21378 16027 T 16
33072 23342 S 7
39097 6691 S 19
15975 37612 D 3
1962 700 D 11
24124 28291 S 10
12387 8199 T 8
21039 8977 S 8
25003 24644 D 16
7986 26025 D 18
29067 1807 T 1
39418 38619 T 17
39318 1959 S 19
30249 13020 D 11
17570 32605 D 9
1581 39218 T 4
23861 11043 T 6
33419 8663 D 12
10469 24352 T 6
19322 26726 T 4
28684 33262 T 5
2633 9667 S 7
2272 20312 T 7
15881 16183 T 1
23577 27795 S 1
32809 12273 T 18
32976 8767 D 12
35492 17129 T 7
10390 18425 D 14
28091 6434 D 1
26745 4735 T 7
20917 17352 D 12
1498 19360 S 4
31632 6377 D 16
15143 7095 T 18
24223 16897 D 19
35321 26971 S 8
29756 29911 D 12
34645 29746 S 8
7097 6898 D 1
26257 23302 D 5
26030 29536 D 12
32982 24808 S 13
1704 35669 T 13
18991 1207 T 7
31117 12318 S 16
2063 29779 D 13
33028 39487 T 1
22788 2410 T 1
28297 21428 S 1
6235 10850 T 6
2870 35703 T 3
36909 7154 S 1
19472 37611 T 4
23741 36866 T 5
36352 26556 T 12
25318 22280 D 15
3707 27001 S 19
34202 26076 D 15
18131 8246 D 4
15400 31294 D 1
25256 2256 T 15
35473 25208 T 5
11764 14519 S 9
33151 27974 D 18
14974 38289 D 11
20717 10083 D 1
18329 10582 T 2
1876 6004 T 13
4612 26761 S 7
11969 10946 T 8
25464 31926 T 18
19899 20561 T 9
18850 11324 T 19
21406 35700 S 17
6281 1352 T 11
3708 7466 T 8
34227 16821 D 18
27766 29365 T 9
21290 36145 S 7
16705 36369 D 14
7692 21867 T 11
13918 18938 S 6
20290 14995 T 17
22461 5400 T 16
18572 26124 D 12
15489 34566 S 13
27062 36816 T 18
33184 15786 D 10
37653 16198 D 12
31488 11505 T 14
22852 5530 D 8
7281 9847 T 6
35970 26638 T 15
17555 37162 D 14
33977 31609 S 7
7395 25812 T 18
2010 10709 S 10
22213 33792 S 13
35673 26453 T 10
36299 17780 D 13
769 6402 D 14
3563 37369 S 12
25329 9431 S 17
35242 1789 D 10
12497 32497 T 12
26288 21427 T 3
7879 39203 D 7
16983 39125 S 8
1878 21930 T 8
15650 771 T 1
10201 13086 S 13
14874 9581 D 19
2077 18848 D 13
274 14554 T 4
10109 16995 S 4
16119 30533 S 9
8814 22674 T 8
23445 11822 T 14
24907 8197 T 15
17777 27188 T 1
2387 38282 S 2
9188 300 T 12
17294 1253 D 18
28137 36634 S 2
19308 20249 S 7
32070 39557 D 14
4105 17243 D 9
782 32959 T 17
31241 35359 S 7
35658 38399 D 13
39651 15164 T 17
11797 3176 S 18
23425 2502 T 4
38410 8363 S 1
21957 34632 D 15
23943 15186 S 8
6896 17139 S 19
15537 24388 T 6
39551 7274 S 17
6801 20414 D 18
19267 18065 S 9
22779 23596 T 4
14579 938 T 10
12475 38784 S 6
15923 18368 S 8
2755 26483 D 12
30108 2323 T 11
19088 5158 D 3
19574 18259 D 1
38206 36221 D 9
33510 23615 D 4
18750 21359 T 16
39727 36332 D 15
19166 21832 S 18
20506 11141 S 11
12650 22368 S 19
626 10329 S 6
2901 34366 D 6
14332 19271 T 5
36981 16802 S 12
13133 2939 S 1
24770 29381 D 16
36873 453 T 12
22821 31870 S 13
2198 29023 D 8
23388 26595 D 4
2217 29309 D 15
6110 11255 S 7
14193 20499 T 12
6231 5812 T 3
2616 34511 T 11
26380 7071 D 19
36093 20214 S 4
6808 20591 S 16
9899 37053 D 4
4659 33179 T 10
10029 32195 D 1
34358 11105 D 9
5615 24688 S 4
31759 23994 S 8
4207 39653 D 13
20243 6288 T 13
39692 17312 T 6
10491 23156 T 3
15350 33718 S 6
1174 12490 D 17
37178 25439 S 18
9432 4759 T 1
4411 2228 S 1
4868 33743 S 17
11055 6348 D 5
29503 28462 T 3
18532 31544 T 1
386 13940 D 13
39379 7033 S 15
11791 25043 T 15
23623 36154 T 2
26249 37405 D 14
3752 38309 T 1
23122 9965 S 13
1509 38070 T 3
12010 33258 D 12
290 11361 S 16
32755 24404 S 13
16910 7246 S 8
4650 30618 S 18
28926 12010 S 13
21974 21520 T 4
19589 24113 T 4
17370 13886 T 3
21598 1294 T 9
25697 39780 T 8
7025 28299 S 11
18916 38926 D 17
10935 7138 T 8
28657 22642 T 14
6754 27173 T 3
1058 24587 S 8
25880 16928 T 15
13059 20440 T 10
8738 12649 S 13
11574 37239 T 2
4376 788 S 11
19781 17214 D 5
4386 30175 D 2
14761 34198 T 7
7478 14162 T 16
34601 19102 T 7
28102 17783 T 5
15021 8244 S 17
5383 23008 T 1
221 2760 D 4
29286 4114 T 5
38311 23556 S 7
37717 5959 S 13
25060 15998 S 3
30132 8406 S 3
13001 20428 T 19
39787 26032 D 12
25143 650 D 9
1115 36422 D 4
16329 15865 D 10
21823 20592 S 15
32941 27424 S 6
35829 14639 D 11
31418 1827 S 11
24210 19812 S 10
16813 21231 D 11
17653 34958 D 14
7174 11619 T 17
28562 3443 S 1
30866 37680 T 13
12319 25500 S 13
23678 8142 D 8
24305 18854 D 15
84 33722 D 8
25031 21801 S 10
33420 8798 D 18
12240 6133 S 18
3813 759 D 18
22610 3434 S 8
7927 7509 D 7
26362 20467 D 13
10540 34149 S 1
15949 1305 S 12
6454 1678 S 14
4162 20239 T 1
17349 29708 D 11
33141 33026 T 18
36886 5826 S 12
22644 8403 T 4
2551 35633 D 10
36938 5582 D 11
3611 4623 T 5
21213 29289 D 1
15348 28905 T 18
21930 37468 D 16
39645 28260 S 1
36662 37163 S 1
32795 33278 D 18
35211 27338 D 10
28313 614 D 12
26254 15041 D 2
298 2957 T 8
36777 8700 T 12
36959 32160 S 5
25674 30530 T 17
20159 28655 T 19
15993 30378 S 13
27343 17133 D 6
28525 18267 S 17
17575 17989 D 12
26688 1146 S 17
29658 25832 S 10
12713 31857 D 15
20512 34703 D 2
21432 18781 T 17
32265 3692 D 7
18310 30270 D 13
8259 13363 T 11
10860 17358 S 6
39541 21265 T 1
9473 2350 D 7
33404 9716 T 13
24848 9054 D 19
12746 35035 S 7
25305 215 T 11
9929 29878 T 19
7235 28859 T 1
10123 26208 S 7
24909 16857 T 7
22924 17826 S 17
26879 5813 D 1
37199 19135 D 17
15701 6673 S 8
36550 22685 T 9
11543 16777 T 12
2984 14996 D 15
28204 36247 D 5
14072 24759 T 19
26923 32837 S 14
8323 16660 S 9
23333 4449 T 6
27133 12420 D 6
29196 15985 S 8
27332 7008 S 15
39607 8034 T 9
29145 30967 S 5
23803 610 S 15
17269 32220 S 3
36668 22152 S 2
30924 25908 S 1
38245 31870 D 17
38877 14128 D 10
22161 16828 D 3
7794 15844 D 6
16453 12967 D 1
5186 32574 T 8
11077 212 S 7
26120 37182 S 7
29051 23472 D 14
37599 3753 D 18
20580 31274 S 15
3469 195 T 16
13161 29099 D 8
21672 33372 T 10
33584 38555 T 14
32088 9570 T 6
33041 3060 D 19
3165 28177 T 1
19450 19572 T 9
19766 17494 T 16
6592 5538 D 6
38909 24175 S 12
19081 8462 S 8
18031 34371 D 9
37431 37721 S 15
25897 30217 S 18
9789 25511 T 5
39356 20160 T 6
25697 26456 S 4
10631 4276 T 16
12737 7402 D 5
1773 29535 S 3
27255 21657 T 8
8226 9542 D 1
31404 35818 T 10
12329 19103 T 11
5558 23620 S 3
24248 21485 T 14
28887 39481 T 8
29015 7699 T 12
29356 11417 S 10
17310 33326 D 3
25495 12216 T 6
31318 25235 D 14
8854 7531 S 7
25368 11665 T 1
11145 3243 S 14
7293 16532 S 19
24300 31257 S 3
20934 38877 D 15
7445 38850 T 14
24084 25504 D 17
33034 1404 T 14
9420 1530 T 10
1124 22973 S 5
35856 22560 S 3
13816 28348 D 12
27224 24789 S 12
19991 27185 T 11
12688 21770 D 13
19525 12105 D 10
13634 2183 S 15
21508 19288 D 19
1847 20941 S 8
5640 11985 T 8
36773 33345 S 12
16881 10016 S 3
28138 10551 T 16
19007 4817 S 10
3352 35170 S 3
14457 19627 S 15
36919 36090 S 12
8074 27781 T 4
17477 8360 S 13
18376 31501 S 12
38404 972 T 13
2140 36188 S 15
27709 2855 D 1
18833 28922 T 4
21363 39488 T 12
23620 39139 S 2
7498 37651 T 1
25504 1137 D 10
2108 28319 D 17
20858 422 T 7
39628 32790 D 1
21711 18255 D 10
14094 34281 T 8
33419 8552 D 18
2554 12374 D 6
9862 37285 T 14
21955 5983 T 3
2756 18656 T 4
11446 11164 S 17
25770 36814 T 7
31094 6850 T 11
15401 14496 S 5
26869 33976 D 14
31260 7030 T 9
9364 17617 T 15
32624 16459 S 5
23975 20752 S 10
13917 11565 T 15
18415 28942 S 15
3437 36709 S 14
30684 3188 T 2
6569 24789 D 10
38757 239 T 6
13050 31606 T 10
8709 14433 D 12
25997 5429 D 10
34370 6213 D 15
2922 31754 S 6
31293 554 T 7
25342 32465 S 2
32704 38193 D 7
26151 39982 D 3
14414 38598 S 4
4027 1471 T 11
4036 24806 T 15
12911 6073 S 19
6627 1517 S 7
30333 8560 D 12
3104 24247 T 1
24228 16971 S 16
15569 37948 T 16
35771 25630 S 9
10435 32304 S 1
38376 36378 S 2
34246 22316 T 10
30875 5739 T 5
26337 25458 S 15
2428 3696 T 8
37996 30013 S 5
15643 33692 T 19
25995 33036 D 8
29413 26026 S 3
8342 15397 S 2
17487 4906 D 13
30363 5482 T 18
5529 5349 T 2
35361 26488 S 12
20179 27211 D 18
20246 28261 S 9
14287 8969 S 5
24365 26961 T 10
31866 36797 T 16
38630 9114 T 12
14462 3916 D 11
30403 37674 D 4
24885 36016 S 10
24277 39999 T 7
8967 29864 D 18
16824 24792 T 11
17940 33559 D 2
39024 27696 D 4
31611 21112 D 7
18785 25892 T 19
18260 2051 S 5
2049 1698 T 10
27914 4047 T 6
28838 24936 D 7
18494 29751 D 8
17446 36776 S 10
17887 3365 D 8
25609 16367 S 17
18417 30898 D 8
28948 32908 T 16
33306 17585 S 14
2520 24079 T 15
10181 1322 T 17
38097 18587 T 11
21952 20456 S 6
36822 34754 S 1
22004 3237 D 4
32496 12590 T 18
30175 2111 T 1
26189 25919 T 13
23592 1292 S 6
19878 13382 T 14
33837 35733 D 17
26839 2574 T 2
5810 30655 D 10
39596 3954 D 7
6064 17456 T 13
39726 25226 D 9
26517 5321 S 17
18702 31731 S 1
23815 3018 S 2
5592 34499 S 5
21505 35637 T 12
39590 15570 T 18
33025 22389 T 10
7614 15583 S 14
20903 13774 T 13
5504 37801 D 19
819 33447 T 11
24297 8520 S 3
4157 9275 S 2
24845 30474 D 10
12862 32712 S 12
4646 23036 T 8
36809 7830 D 9
5631 15403 T 11
5202 13360 T 19
21879 16075 S 18
25350 11255 S 14
38080 20939 T 13
10003 31384 S 13
10772 35074 S 8
39255 10754 S 6
22509 19633 S 7
32992 5950 S 3
22025 1561 T 12
12815 19741 T 1
37031 34684 D 14
26068 38656 T 7
30081 10932 T 1
18037 36069 D 19
15701 27313 D 9
33262 30869 T 5
32429 17170 S 13
33262 25633 S 2
16669 23379 S 15
22034 8061 T 15
18992 25751 S 13
21820 21077 S 4
8389 14882 S 11
5750 22477 T 2
39646 17707 D 18
39691 1318 D 18
24696 13226 S 15
21286 4075 T 15
29826 9349 S 1
30425 23933 S 10
38814 783 T 2
23259 35511 S 2
13217 27923 T 12
29240 28064 S 14
37641 37416 D 18
37842 28564 S 11
37912 1915 T 9
25847 33883 S 1
34665 9372 S 16
1235 17373 T 9
1647 38397 D 3
22812 2032 T 15
35799 14541 D 12
3104 341 D 4
2255 9673 D 15
3555 1907 T 2
7631 31041 S 12
4765 35081 S 16
29829 36081 T 12
38112 31173 T 10
5713 17877 S 2
14569 1559 T 3
11232 24589 T 3
26496 6742 T 13
34134 7259 D 15
38692 15360 T 14
11440 31659 D 18
22831 19659 D 3
33887 23713 D 9
25271 32598 T 8
17187 22907 S 18
29648 6052 S 12
13311 26204 T 5
1563 17041 D 17
8699 30736 S 9
10394 11421 D 17
35133 2840 D 8
31789 34366 D 17
17272 9952 D 17
16003 32222 S 19
18425 6080 S 9
23120 38187 S 19
28922 950 D 4
12370 25179 T 1
24370 9035 T 5
39752 26569 D 6
36520 23197 S 15
11770 7343 S 15
9774 35852 S 3
34038 32227 S 9
33176 33465 D 17
18643 11278 T 11
20312 26359 T 3
9279 33359 D 2
12907 13729 T 11
17423 5562 S 11
1413 14108 S 15
6334 30205 D 17
20021 22444 D 6
33721 3509 D 11
26219 13550 S 3
3260 23882 S 12
33962 1374 D 15
3287 8417 T 7
18876 4074 D 15
30630 3967 S 10
22762 11531 D 10
11391 3693 S 7
13594 17310 S 16
1191 16161 T 14
17534 26565 S 4
31333 30521 S 18
34594 14725 S 17
15043 5541 D 15
13423 1538 S 2
1582 1149 S 5
18458 4583 D 5
20743 17750 S 17
667 10389 S 5
909 30023 T 19
1099 26678 T 13
28570 9301 T 5
7190 17284 T 12
14784 38281 T 8
39215 5029 T 9
19131 13094 D 14
23482 15440 S 1
5462 3057 T 15
26087 26023 D 8
31675 18405 D 2
35688 32507 D 16
27139 16989 T 14
22017 2008 T 5
15101 9949 S 10
25388 18146 S 9
21202 20975 D 18
3349 38222 S 3
16626 31295 D 7
20153 26929 D 8
3917 11904 S 14
10263 32657 T 18
38957 29782 D 9
7927 25029 S 18
6003 34361 D 8
32582 11063 T 12
38709 27314 S 17
10594 26063 T 17
34318 16148 S 1
8804 9282 S 7
39063 39295 S 14
24323 36351 D 10
27063 25237 S 18
36300 36751 S 7
20416 35776 T 2
18190 36373 D 1
12521 35017 D 8
4298 3380 T 4
39026 13890 T 14
6592 2819 T 8
28055 9698 S 2
2800 31202 D 17
23330 25934 T 10
18659 16095 T 18
11111 27463 S 6
27194 30641 T 3
883 25470 T 11
28288 19589 T 14
25638 10776 D 4
1978 9113 S 18
31398 25875 S 17
1969 33554 T 8
21017 2792 S 7
33432 39960 T 13
25429 346 S 8
19935 39267 D 6
6394 19808 T 6
28920 2012 D 16
24238 5910 D 17
39463 20663 T 7
23454 13181 D 6
13140 15821 D 9
12518 2042 S 12
37660 31395 S 12
11203 21088 S 14
19451 31508 D 18
33769 39868 T 8
20530 7291 S 16
16823 35102 T 12
7274 13825 D 9
12218 26219 T 2
17614 32026 S 7
9465 11761 S 14
39620 38432 T 2
34651 608 D 1
7899 36681 T 15
28135 18140 S 13
28317 28619 D 7
14838 12850 S 19
4875 13396 S 14
21508 39258 S 12
34041 21264 D 2
21872 1134 D 18
34167 4791 T 16
22931 18228 T 2
3199 21963 D 14
31164 7598 S 11
17345 17159 S 1
16416 2687 S 12
23950 34493 T 4
31979 32073 S 19
33215 35488 T 2
10067 15208 S 5
33522 24579 S 18
32176 27193 T 7
4351 20155 S 14
19193 24702 T 9
15547 15777 D 4
4201 29961 S 4
25448 31169 S 11
2728 30007 S 7
10937 29134 D 6
16327 30712 S 15
7219 13708 T 7
38409 14425 T 5
26554 23924 T 4
10236 555 S 1
28075 30785 D 3
17143 29030 T 9
14516 37041 D 2
24105 36526 D 2
6585 38369 S 15
9145 32694 D 10
12969 25834 T 3
26389 28 D 19
30812 35489 T 3
20871 21372 T 13
18413 16278 T 13
9155 26800 T 6
21520 33331 S 13
22376 25086 S 6
10920 1869 S 8
1897 22840 S 13
14681 2443 D 18
23814 18453 T 13
31082 6218 D 12
33017 16692 T 5
10023 25761 T 10
10846 24266 T 11
22487 35344 D 1
14536 12602 T 15
15044 35863 S 10
10668 4757 D 16
7326 23936 T 16
628 10662 T 5
36422 12782 D 1
33400 23492 D 14
15188 33512 T 3
6113 39117 T 1
31332 32759 D 17
33867 35558 T 15
19494 34787 S 19
5449 9115 T 3
21896 19224 T 1
39068 23577 S 19
17088 20503 D 1
15972 15618 T 16
8376 2478 T 12
38036 38455 T 11
33242 34021 D 10
3135 6530 T 13
22105 31456 S 15
15032 24209 D 17
1063 32106 S 15
4075 1432 S 9
261 15396 S 18
13851 3531 S 18
37552 31584 D 11
38113 28099 D 10
19554 15097 T 17
35657 25871 D 5
14328 31076 D 16
28859 23496 S 4
35244 30951 S 6
34481 32295 T 17
23878 3725 T 6
31823 7489 S 6
22585 29004 T 18
14874 18072 D 8
5499 17768 D 2
37615 31159 S 7
18461 7243 S 10
35889 7191 T 14
10915 26746 S 4
34235 29372 S 8
14727 1834 S 16
19905 39075 T 2
13194 15461 D 18
2971 39589 D 3
3183 1968 S 4
5511 32049 D 9
18795 6002 D 3
31725 11387 T 13
13221 6666 S 8
2092 3908 S 7
19368 30992 T 18
26932 26110 D 8
24429 34494 S 11
26542 33431 S 8
35784 7285 D 4
18672 26323 S 16
29340 19065 T 11
19324 28952 S 18
16295 29160 T 3
11621 17503 D 6
11996 11582 T 18
1364 25055 T 2
28692 3996 S 16
26670 4019 D 5
23083 9677 S 15
34980 6860 S 13
32372 14831 D 6
32333 545 S 7
8478 22381 D 3
3787 28496 S 10
28844 17048 D 2
21066 31797 T 18
37826 35314 S 2
2174 356 D 6
11538 14931 S 7
15475 34929 T 5
17309 32820 S 17
21316 29834 D 1
6881 9764 S 10
37913 13545 S 5
5210 31353 D 18
28060 28973 S 5
3903 29519 S 10
24447 37070 D 8
26241 29825 D 13
19658 29125 D 4
35241 32441 D 17
2337 35635 D 8
23339 10135 T 14
39107 2263 T 17
31781 39867 D 19
33288 14771 S 19
947 29886 D 5
15362 33853 S 10
22645 10683 S 17
6317 25347 S 15
35482 36511 S 19
38773 1101 T 2
967 5391 T 11
20162 13817 S 16
3702 33568 T 1
23773 37910 T 7
4944 26122 S 6
11469 16628 S 18
13138 31021 S 14
28473 28190 S 2
33580 38299 S 11
8467 26529 D 14
16448 25616 S 8
23526 6302 D 18
28776 30738 S 9
7365 29698 S 2
17071 37785 S 8
22326 16634 S 19
11284 7729 T 15
34257 9902 T 14
35518 4906 T 16
11208 10264 S 14
37353 32647 T 12
18697 36474 S 13
30610 35741 S 9
8726 28994 D 14
36723 7542 D 1
13796 17082 D 2
21987 5311 D 14
11926 17625 S 16
6624 22457 T 12
18930 20973 D 10
16713 18746 S 17
7740 4019 D 18
7912 30611 S 5
7692 29827 S 19
31489 4781 D 9
18758 5103 T 12
27560 12095 T 9
33067 28137 S 15
3234 31206 S 5
31576 26069 D 9
16679 36282 S 18
22460 1269 D 1
6049 25974 S 13
27429 19109 S 4
31203 17237 T 15
1725 26560 S 9
14117 11022 T 10
37090 16773 T 9
13054 15429 D 15
16697 1239 D 4
23565 19524 D 4
34984 6793 D 2
24029 36511 T 3
23070 26260 T 17
37281 32050 S 14
8822 37114 D 17
8894 35329 D 8
32920 19550 D 7
35426 4942 S 6
11734 6159 D 15
2669 8808 S 18
35068 37635 S 1
29684 11211 D 9
8324 20262 S 19
11943 23175 S 8
39076 198 S 13
5140 1524 T 10
4034 26912 D 2
35719 12262 T 7
6248 772 T 15
11982 35259 T 6
11872 36576 S 7
16102 29384 D 13
29582 2723 D 9
4246 19995 T 18
3258 2340 S 9
14601 32828 S 6
29952 34655 D 7
26265 36624 S 12
29551 5167 S 4
30902 6977 T 11
9699 23211 S 7
39558 4908 S 2
3599 18963 T 14
11791 20609 T 6
11615 1234 S 1
37857 7671 D 6
9189 14317 T 11
21293 6593 S 5
26155 21184 S 13
22443 8918 D 12
27881 23021 D 12
3629 32342 T 9
33575 26845 S 5
34516 5490 T 1
16158 37306 D 17
250 13423 D 9
30958 15137 S 8
24054 36994 T 8
20014 36382 S 19
28723 31127 D 9
17972 37416 D 1
2905 14327 T 1
11632 5392 D 7
15166 30361 D 7
5497 3103 D 12
96 11665 S 17
8046 31200 D 15
22326 20749 D 15
18164 18202 T 1
32528 7085 S 3
12476 2049 D 14
28761 7026 S 2
10129 5988 D 13
17652 7051 D 18
38250 8548 D 18
25648 30586 D 7
5139 11767 T 14
15203 10415 S 14
8815 6918 T 19
10296 38136 T 11
4123 4695 D 16
8098 39092 D 5
3991 15343 T 5
2280 29554 T 17
37672 7383 S 17
14149 39612 D 9
6529 8572 T 5
6707 5073 T 12
9767 13302 S 15
8745 21831 S 8
37173 36540 S 17
22445 32174 D 4
39556 8306 S 5
4269 26243 T 6
31166 13554 S 19
14978 13924 D 3
27225 23061 T 19
1244 12226 S 13
8766 7428 D 12
39601 37442 T 5
2100 37018 T 18
19613 2228 T 5
12133 33842 S 9
4117 39109 S 12
22170 3518 S 12
15744 28715 S 3
32494 8752 S 3
2545 12451 S 15
9469 33163 S 19
35390 13584 S 19
3777 33915 S 5
33024 35543 T 12
35412 15597 D 5
664 2192 T 2
10943 36789 T 10
9239 5555 D 3
38718 14550 T 4
24486 29405 S 2
23319 21669 S 8
13563 31739 T 18
3688 8250 T 18
10442 8496 T 5
1636 15461 D 13
21016 34762 S 19
5663 22775 T 11
12179 37228 S 11
18896 10916 S 5
39006 21485 T 18
26086 17913 D 19
22760 902 S 3
16362 30893 D 12
25654 17553 D 13
36679 20004 D 13
13583 28929 S 9
39844 37953 T 18
15789 19072 D 6
33337 1289 T 9
38542 34423 D 9
25316 24815 D 19
38719 18444 T 6
34799 5509 D 10
34437 37664 S 3
31969 18498 D 11
33922 20079 T 16
17719 29792 D 18
24214 29251 D 12
14065 32498 S 1
10941 4542 D 6
10050 5137 D 4
39153 7682 S 18
22532 13656 T 3
30086 37564 T 12
27355 28822 T 8
18073 7930 D 4
36779 27002 D 9
27895 2155 T 7
3643 16634 T 10
20668 26605 T 5
260 25496 D 3
23059 5120 S 1
33941 11269 D 13
15550 24836 T 13
8189 30829 T 4
32983 26210 S 12
39195 29162 T 8
15766 26038 D 18
11533 28118 T 4
33237 26278 T 17
37546 5095 T 12
26282 28747 S 8
19575 38174 D 2
20735 17285 T 3
6446 37657 T 14
23694 11907 S 17
24 19067 T 5
5344 16580 S 14
21674 8683 T 7
37430 30462 S 8
28636 25682 D 12
39318 24150 S 18
21806 18146 S 18
30052 4319 D 18
23386 12302 S 8
25233 29180 T 14
34215 33009 T 5
23470 6341 S 11
28374 23615 T 3
7764 39829 T 17
17974 3187 D 13
3857 13904 D 1
26205 3194 S 5
32374 29348 D 14
22356 18610 D 19
21302 15933 D 1
39548 21164 T 1
20992 12580 S 2
15766 10059 D 10
23962 26849 S 7
30043 4594 T 6
33941 25353 T 13
314 16289 D 16
28573 18161 S 7
39324 14063 T 19
22994 14070 S 3
24128 8030 D 18
31231 10651 S 5
11596 21618 D 12
3322 1746 D 2
18034 22063 S 14
223 1945 D 8
12359 15564 D 12
25985 20902 T 11
25283 1546 T 2
12196 18215 T 9
36184 34176 D 19
35921 29270 T 11
11332 17443 T 13
15739 4341 T 17
19904 12721 D 13
33622 13911 D 15
15456 19606 S 16
37820 22258 D 16
12785 22529 D 10
11798 22053 T 8
39495 32274 S 17
36614 31190 T 11
3910 19483 T 9
33393 23810 D 16
39768 33612 D 3
12221 29700 D 8
8580 10504 D 11
32557 5425 D 19
37699 19947 S 16
11136 36022 S 18
15505 11344 T 3
31506 7123 S 6
37087 36003 S 19
25702 5856 S 13
16360 17078 S 15
22503 39923 T 16
19869 30010 D 9
26031 39804 D 17
11148 384 S 11
3858 13584 D 5
9586 11839 T 4
17695 33618 S 16
10696 25986 T 18
25908 32990 D 8
22999 9669 D 11
9473 24586 T 2
21321 6403 D 18
19986 6252 S 2
18090 25428 T 16
15398 39833 D 12
25818 25509 D 11
14851 18095 T 14
27763 39686 S 12
24272 2850 S 14
5604 22885 S 6
25488 5948 D 12
27727 32721 S 18
